query_table,query_value,candidate_table,candidate_value
soccertournament_left,2001 uefa european under-18 football championship,soccertournament_right,2001 uefa european under-16 championship
hospital_left,vejthani hospital,hospital_right,chavakacheri hospital
televisionstation_left,wtjp-tv,televisionstation_right,wffp-tv
reptile_left,horned wood lizard,reptile_right,horned wood lizard
museum_left,model trains museum,museum_right,trainworks railway museum
tennistournament_left,2010 challenger banque nationale de granby,tennistournament_right,2012 challenger banque nationale de saguenay
footballleagueseason_left,2011 meath intermediate football championship,footballleagueseason_right,meath senior football championship 2011
footballmatch_left,2004 african cup of nations final,footballmatch_right,2009 african championship of nations final
galaxy_left,ngc 3553,galaxy_right,ngc 34
election_left,"northern ireland local elections, 1985",election_right,"northern ireland local government elections, 1981"
governmentagency_left,ministry of interior and administration (poland),governmentagency_right,ministry of the interior and administration (poland)
soccertournament_left,1984 uefa european under-18 football championship,soccertournament_right,1984 uefa european under-18 championship
railwayline_left,"line 2, shanghai metro",railwayline_right,"line 3, shenzhen metro"
stadium_left,chandrasekharan nair stadium,stadium_right,"rajiv gandhi stadium, aizawl"
basketballteam_left,"al-arabi (saudi arabia, basketball club)",basketballteam_right,al-ahli benghazi (basketball club)
politicalparty_left,national democrats party,politicalparty_right,new democratic party
sportsleague_left,naia national women's outdoor track and field championship,sportsleague_right,naia women's cross country championship
venue_left,stadionul gaz metan,venue_right,stadionul mihai adam
song_left,the pitman's courtship,song_right,the pitmanâs courtship
memberofparliament_left,gamini atukorale,memberofparliament_right,gamini rathnayake
award_left,latin grammy award for best tropical song,award_right,grammy award for best tropical latin album
motorsportseason_left,1983 imsa gt championship season,motorsportseason_right,1983 imsa gt championship
basketballteam_left,kavala b.c.,basketballteam_right,union kavala b.c.
soccertournament_left,1960 ncaa division i men's soccer championship,soccertournament_right,1960 ncaa men's soccer championship
museum_left,archives of yugoslavia,museum_right,albanian national archives
museum_left,shanghai museum,museum_right,lu xun museum
artwork_left,the crucifixion with the virgin and st john (ter brugghen),artwork_right,crucifixion with the virgin and st john
amphibian_left,mantidactylus aerumnalis,amphibian_right,mantidactylus boulengeri
unitofwork_left,"hurley v. irish-american gay, lesbian, and bisexual group of boston",unitofwork_right,"hurley v. irish-american gay, lesbian, & bisexual group of boston"
footballmatch_left,2001 international rules series,footballmatch_right,1999 international rules series
governmentagency_left,puerto rico department of treasury,governmentagency_right,office of management and budget of puerto rico
motorsportseason_left,2007 european rally championship season,motorsportseason_right,2007 european rally championship
magazine_left,the original magazine,magazine_right,word magazine
ncaateamseason_left,1907 alabama crimson tide football team,ncaateamseason_right,1901 alabama crimson white football team
venue_left,california theatre (san francisco),venue_right,"orpheum theatre (los angeles, california)"
memberofparliament_left,bob lane,memberofparliament_right,bob lane (politician)
railwayline_left,line 1 (mumbai metro),railwayline_right,"line 1, kolkata metro"
televisionstation_left,wbwt-lp,televisionstation_right,wwvw-lp
legislature_left,national assembly (laos),legislature_right,national assembly of laos
stadium_left,al-najma club stadium,stadium_right,al-khor sc stadium
drug_left,"cp-93,129",drug_right,cp-93129
basketballteam_left,kk radnik bijeljina,basketballteam_right,kk olimpija
soccertournament_left,2006 south american women's football championship,soccertournament_right,2012 south american under-20 women's football championship
hospital_left,royal brompton hospital,hospital_right,"queen elizabeth hospital, london"
soccerleague_left,nsw super league,soccerleague_right,national premier leagues nsw
footballmatch_left,2012 football league one play-off final,footballmatch_right,2012 conference premier play-off final
reptile_left,black-striped snake,reptile_right,black-striped snake
railwayline_left,fr5 (lazio regional railways),railwayline_right,fl6 (lazio regional railways)
noble_left,khaled bin talal bin abdul aziz al saud,noble_right,prince abdulaziz bin talal bin abdulaziz al saud
country_left,majeerteen sultanate,country_right,hadiya sultanate
award_left,list of senior class award softball winners,award_right,list of lowe's senior class award softball winners
noble_left,"jacques-nompar de caumont, duc de la force",noble_right,"armand-nompar de caumont, duc de la force"
soccerleague_left,wiv provo premier league,soccerleague_right,provo premier league
artificialsatellite_left,ekspress-am4,artificialsatellite_right,ekspress am4
wrestler_left,tatsumi fujinami,wrestler_right,hiroshi takizawa
shoppingmall_left,"northwoods mall (peoria, illinois)",shoppingmall_right,northfield square mall
soccerclubseason_left,2013 fc seoul season,soccerclubseason_right,2013 incheon united fc season
railwayline_left,hurontario-main lrt,railwayline_right,hurontario lrt
legislature_left,parliament of the republic of the congo,legislature_right,national assembly of the democratic republic of the congo
footballleagueseason_left,2001 swedish football division 3,footballleagueseason_right,1997 swedish football division 3
unitofwork_left,sale v. haitian centers council,unitofwork_right,"sale v. haitian centers council, inc."
stadium_left,stadion gersag,stadium_right,isachsen stadion
historicbuilding_left,"cathedral of christ the king (lubbock, texas)",historicbuilding_right,"cathedral of the sacred heart (san angelo, texas)"
sportfacility_left,arena zagreb,sportfacility_right,belgrade arena
drug_left,bms-945429,drug_right,sb-216641
memberofparliament_left,daniel stewart reid,memberofparliament_right,stewart reid
artificialsatellite_left,kosmos 613,artificialsatellite_right,kosmos 605
unitofwork_left,"joseph burstyn, inc v. wilson",unitofwork_right,"joseph burstyn, inc. v. wilson"
reptile_left,indo-pacific gecko,reptile_right,indo-pacific gecko
election_left,"basque parliamentary election, 2001",election_right,"basque parliamentary election, 2013"
sportfacility_left,sabah al salem stadium,sportfacility_right,saoud bin abdulrahman stadium
election_left,"washington state senate elections, 2008",election_right,"washington state senate election, 2012"
race_left,breeders' cup turf,race_right,breeders' cup distaff
soccertournament_left,2004 uefa european under-19 football championship,soccertournament_right,2004 uefa european under-17 championship
motorsportseason_left,1972 imsa gt championship season,motorsportseason_right,1972 imsa gt championship
magazine_left,performer magazine,magazine_right,backstage (magazine)
soccerclubseason_left,2012 fc seoul season,soccerclubseason_right,2013 incheon united fc season
sportsleague_left,fiba asia championship,sportsleague_right,fiba asia women's championship
naturalevent_left,july 2010 iran earthquake,naturalevent_right,2008 bandar abbas earthquake
noble_left,"albert iii, duke of bavaria",noble_right,"otto i, duke of bavaria"
rugbyleague_left,scottish premiership,rugbyleague_right,scottish premiership (rugby)
footballleagueseason_left,1997 swedish football division 3,footballleagueseason_right,1996 swedish football division 3
televisionstation_left,wpsu-tv,televisionstation_right,wtlu (tv)
drug_left,"sb-649,915",drug_right,sb-271046
soccerleague_left,victorian state league division 2,soccerleague_right,nsw state league division 1
noble_left,catherine of taranto,noble_right,"catherine of taranto, countess of copertino"
historicbuilding_left,"christ church, hampstead",historicbuilding_right,"christ church, brixton road"
magazine_left,hero (magazine),magazine_right,hero (magazine)
country_left,yuan dynasty,country_right,liang dynasty
case_left,united states v. johnson (1944),case_right,united states v. johnson (1863)
politicalparty_left,egyptian arab socialist party,politicalparty_right,islamic party (egypt)
ethnicgroup_left,iranian new zealander,ethnicgroup_right,iranian new zealanders
rugbyleague_left,the rugby championship,rugbyleague_right,world rugby nations cup
tournament_left,1979 uefa european under-18 football championship,tournament_right,1979 uefa european under-18 championship
memberofparliament_left,george stevenson (british politician),memberofparliament_right,george stevenson (mp)
monarch_left,'imad al-dawla,monarch_right,imad al-dawla
christianbishop_left,james hamilton (bishop of galloway),christianbishop_right,alexander gordon (bishop of galloway)
sportsleague_left,f-league,sportsleague_right,f.league
museum_left,dr. bhau daji lad museum,museum_right,bhau daji lad museum
unitofwork_left,microsoft v. at&t,unitofwork_right,microsoft corp. v. at&t corp.
hospital_left,montefiore medical center,hospital_right,montefiore new rochelle hospital
galaxy_left,ngc 4550,galaxy_right,ngc 5562
televisionstation_left,k54gl,televisionstation_right,k58gc
device_left,motorola razr,device_right,motorola razr2
governmentagency_left,dhs management directorate,governmentagency_right,dhs directorate for management
rugbyleague_left,women's rugby league world cup,rugbyleague_right,women's nations cup (rugby union)
device_left,zastava m85,device_right,zastava m-70
stadium_left,bowman field (stadium),stadium_right,bb&t ballpark at historic bowman field
rugbyleague_left,rugby world cup sevens,rugbyleague_right,world rugby sevens series
noble_left,"ernest, margrave of baden-durlach",noble_right,margrave charles gustav of baden-durlach
rugbyleague_left,rugby ekstraliga,rugbyleague_right,ekstraliga (rugby)
footballleagueseason_left,2002 swedish football division 3,footballleagueseason_right,2005 swedish football division 3
politicalparty_left,working people's party of puerto rico,politicalparty_right,popular democratic party of puerto rico
award_left,tvynovelas award for best first actor,award_right,tvynovelas award for best leading actor
nationalfootballleagueseason_left,1919 dayton triangles season,nationalfootballleagueseason_right,1913 canton professionals season
soccerclubseason_left,2002 australia national football team season,soccerclubseason_right,2000 australia national soccer team season
wrestler_left,mahmoud hassan,wrestler_right,mustafa saed
railwayline_left,"line 18, shanghai metro",railwayline_right,"line 17, shanghai metro"
givenname_left,miltiades (name),givenname_right,milica
